source_path,target_path,migration_action,status,risk,batchable,blocked_reason,next_step,decision_refs,migration_progress,audit_progress,audit_result,last_migration_report,last_audit_report,updated_at,迁移之后的处理
docs-api-reference/agora-product/classroom-api.mdx,,classify_api_reference_then_migrate_or_defer,blocked,high,no,No approved API Reference target directory found for legacy docs-api-reference/agora-product; decide API lane/product owner.,Confirm target IA and migration strategy for docs-api-reference/agora-product/classroom-api.mdx.,needs-api-reference-source,blocked,not_started,not_applicable,,,
docs-api-reference/agora-product/sample-api.mdx,,classify_api_reference_then_migrate_or_defer,blocked,high,no,No approved API Reference target directory found for legacy docs-api-reference/agora-product; decide API lane/product owner.,Confirm target IA and migration strategy for docs-api-reference/agora-product/sample-api.mdx.,needs-api-reference-source,blocked,not_started,not_applicable,,,
docs-api-reference/agora-product/scenario-api.mdx,,classify_api_reference_then_migrate_or_defer,blocked,high,no,No approved API Reference target directory found for legacy docs-api-reference/agora-product; decide API lane/product owner.,Confirm target IA and migration strategy for docs-api-reference/agora-product/scenario-api.mdx.,needs-api-reference-source,blocked,not_started,not_applicable,,,
docs-api-reference/aigc/aigcservice.android.mdx,,classify_api_reference_then_migrate_or_defer,blocked,high,no,No approved API Reference target directory found for legacy docs-api-reference/aigc; decide API lane/product owner.,Confirm target IA and migration strategy for docs-api-reference/aigc/aigcservice.android.mdx.,needs-directive-rewrite|needs-table-normalization|needs-anchor-normalization|needs-api-reference-source,completed,completed,pass,docs/migration/generated/full-redirect-pass-1/report.md,docs/migration/generated/full-redirect-pass-1-audit/docs-api-reference__aigc__aigcservice.android.mdx__to__content__docs__zh-CN__api-reference__conversational-ai__aigc__aigcservice.android.md,2026-07-05T10:50:35.138Z
docs-api-reference/aigc/aigcservice.ios.mdx,,classify_api_reference_then_migrate_or_defer,blocked,high,no,No approved API Reference target directory found for legacy docs-api-reference/aigc; decide API lane/product owner.,Confirm target IA and migration strategy for docs-api-reference/aigc/aigcservice.ios.mdx.,needs-directive-rewrite|needs-table-normalization|needs-anchor-normalization|needs-api-reference-source,completed,completed,pass,docs/migration/generated/full-redirect-pass-1/report.md,docs/migration/generated/full-redirect-pass-1-audit/docs-api-reference__aigc__aigcservice.ios.mdx__to__content__docs__zh-CN__api-reference__conversational-ai__aigc__aigcservice.ios.md,2026-07-05T10:50:35.138Z
docs-api-reference/cloud-recording/go-api/baseresponse.go.mdx,content/docs/zh-CN/api-reference/cloud-recording/go-api/baseresponse.go.mdx,classify_api_reference_then_migrate_or_defer,needs_review,high,no,,Review legacy JSX/shared/platform/API patterns before batching.,needs-directive-rewrite|needs-anchor-normalization|needs-api-reference-source,completed,completed,pass,docs/migration/generated/full-redirect-pass-1/report.md,docs/migration/generated/full-redirect-pass-1-audit/docs-api-reference__cloud-recording__go-api__baseresponse.go.mdx__to__content__docs__zh-CN__api-reference__cloud-recording__go-api__baseresponse.go.md,2026-07-05T10:50:35.138Z
docs-api-reference/cloud-recording/go-api/basicauthcredential.go.mdx,content/docs/zh-CN/api-reference/cloud-recording/go-api/basicauthcredential.go.mdx,classify_api_reference_then_migrate_or_defer,needs_review,high,no,,Review legacy JSX/shared/platform/API patterns before batching.,needs-directive-rewrite|needs-table-normalization|needs-anchor-normalization|needs-api-reference-source,completed,completed,pass,docs/migration/generated/full-redirect-pass-1/report.md,docs/migration/generated/full-redirect-pass-1-audit/docs-api-reference__cloud-recording__go-api__basicauthcredential.go.mdx__to__content__docs__zh-CN__api-reference__cloud-recording__go-api__basicauthcredential.go.md,2026-07-05T10:50:35.138Z
docs-api-reference/cloud-recording/go-api/client.go.mdx,content/docs/zh-CN/api-reference/cloud-recording/go-api/client.go.mdx,classify_api_reference_then_migrate_or_defer,needs_review,high,no,,Review legacy JSX/shared/platform/API patterns before batching.,needs-directive-rewrite|needs-table-normalization|needs-anchor-normalization|needs-api-reference-source,completed,completed,pass,docs/migration/generated/full-redirect-pass-1/report.md,docs/migration/generated/full-redirect-pass-1-audit/docs-api-reference__cloud-recording__go-api__client.go.mdx__to__content__docs__zh-CN__api-reference__cloud-recording__go-api__client.go.md,2026-07-05T10:50:35.138Z
docs-api-reference/cloud-recording/go-api/enum.go.mdx,content/docs/zh-CN/api-reference/cloud-recording/go-api/enum.go.mdx,classify_api_reference_then_migrate_or_defer,needs_review,high,no,,Review legacy JSX/shared/platform/API patterns before batching.,needs-directive-rewrite|needs-table-normalization|needs-anchor-normalization|needs-api-reference-source,completed,completed,pass,docs/migration/generated/full-redirect-pass-1/report.md,docs/migration/generated/full-redirect-pass-1-audit/docs-api-reference__cloud-recording__go-api__enum.go.mdx__to__content__docs__zh-CN__api-reference__cloud-recording__go-api__enum.go.md,2026-07-05T10:50:35.138Z
docs-api-reference/cloud-recording/go-api/individualrecording.go.mdx,content/docs/zh-CN/api-reference/cloud-recording/go-api/individualrecording.go.mdx,classify_api_reference_then_migrate_or_defer,needs_review,high,no,,Review legacy JSX/shared/platform/API patterns before batching.,needs-directive-rewrite|needs-table-normalization|needs-anchor-normalization|needs-api-reference-source,completed,completed,pass,docs/migration/generated/full-redirect-pass-1/report.md,docs/migration/generated/full-redirect-pass-1-audit/docs-api-reference__cloud-recording__go-api__individualrecording.go.mdx__to__content__docs__zh-CN__api-reference__cloud-recording__go-api__individualrecording.go.md,2026-07-05T10:50:35.138Z
